id,no_jobs,no_machines,objective,type,pt_sd,mean_sd_per_machine,mean_sd_per_job,mean_skew_per_machine,mean_skew_per_job,mean_kurt_per_machine,mean_kurt_per_job
43,200,20,MAKESPAN,NOIDLE,24.95450970738716,24.90424833622539,24.395634684809092,0.944561209244267,0.6392280480478675,-0.3373371532872572,-0.7565965601114879
44,200,20,MAKESPAN,NOIDLE,24.95450970738716,24.90424833622539,24.395634684809092,0.944561209244267,0.6392280480478675,-1.1967179681485858,-0.8336421252817009
46,200,20,MAKESPAN,NOWAIT,24.95450970738716,24.90424833622539,24.395634684809092,0.944561209244267,0.6392280480478675,-0.16872027241316553,-0.7038601995028321
48,200,20,MAKESPAN,PERM,24.95450970738716,24.90424833622539,24.395634684809092,0.944561209244267,0.6392280480478675,-0.003572636756688311,-0.18161564604429892
50,200,40,FLOWTIME,NOIDLE,25.029421288083764,24.986703647590087,24.783800890290646,0.9479347163967126,0.8033991976829901,-0.3978627073228334,-0.4919608352329122
51,200,40,FLOWTIME,NOWAIT,25.029421288083764,24.986703647590087,24.783800890290646,0.9479347163967126,0.8033991976829901,-0.863289901338987,-0.48512107882743744
53,200,40,FLOWTIME,PERM,25.029421288083764,24.986703647590087,24.783800890290646,0.9479347163967126,0.8033991976829901,-0.523177891939771,-0.24825744819776005
54,200,40,FLOWTIME,PERM,25.029421288083764,24.986703647590087,24.783800890290646,0.9479347163967126,0.8033991976829901,-0.03634732341887021,-0.80533102285586
55,200,40,MAKESPAN,NOIDLE,25.029421288083764,24.986703647590087,24.783800890290646,0.9479347163967126,0.8033991976829901,0.2070276753525605,1.020364048739328
57,200,40,MAKESPAN,NOWAIT,25.029421288083764,24.986703647590087,24.783800890290646,0.9479347163967126,0.8033991976829901,-0.43602997926976905,0.2171597715837605
58,200,40,MAKESPAN,NOWAIT,25.029421288083764,24.986703647590087,24.783800890290646,0.9479347163967126,0.8033991976829901,0.021117245266144925,0.20030252957301065
59,200,40,MAKESPAN,PERM,25.029421288083764,24.986703647590087,24.783800890290646,0.9479347163967126,0.8033991976829901,-0.548434849245997,-0.22009089721138064
61,50,20,FLOWTIME,NOIDLE,50.987398792725244,50.18318457557856,49.02070537397034,1.6351965407661748,1.2452477221513507,-0.3786885203367254,-0.6282910363412216
62,50,20,FLOWTIME,NOIDLE,50.987398792725244,50.18318457557856,49.02070537397034,1.6351965407661748,1.2452477221513507,-0.5926264520486428,0.49722875942326616
64,50,20,FLOWTIME,NOWAIT,50.987398792725244,50.18318457557856,49.02070537397034,1.6351965407661748,1.2452477221513507,-0.16962501807539498,-0.05128635376580606
65,50,20,FLOWTIME,PERM,50.987398792725244,50.18318457557856,49.02070537397034,1.6351965407661748,1.2452477221513507,-0.5377715717746071,-0.30098108237549615
66,50,20,FLOWTIME,PERM,50.987398792725244,50.18318457557856,49.02070537397034,1.6351965407661748,1.2452477221513507,-0.2890517673482073,-0.6356530413579874
67,50,20,MAKESPAN,NOIDLE,50.987398792725244,50.18318457557856,49.02070537397034,1.6351965407661748,1.2452477221513507,0.08099713886152639,-0.5805601075229294
68,50,20,MAKESPAN,NOIDLE,50.987398792725244,50.18318457557856,49.02070537397034,1.6351965407661748,1.2452477221513507,-0.6616556468975602,-0.14965336958593894
69,50,20,MAKESPAN,NOWAIT,50.987398792725244,50.18318457557856,49.02070537397034,1.6351965407661748,1.2452477221513507,-0.13536536345728162,-0.5681795095116314
70,50,20,MAKESPAN,NOWAIT,50.987398792725244,50.18318457557856,49.02070537397034,1.6351965407661748,1.2452477221513507,-1.3494860079781645,0.4897358531349107
72,50,20,MAKESPAN,PERM,50.987398792725244,50.18318457557856,49.02070537397034,1.6351965407661748,1.2452477221513507,-0.8150031828265789,-0.18469437323581275
73,100,20,FLOWTIME,NOIDLE,50.07618411442162,49.69103680109984,48.05098006209887,1.7405294442429828,1.213206472786518,-0.768973532470701,-0.4278471218022917
74,100,20,FLOWTIME,NOIDLE,50.07618411442162,49.69103680109984,48.05098006209887,1.7405294442429828,1.213206472786518,-0.3110671336223742,-0.3136181038629376
75,100,20,FLOWTIME,NOWAIT,50.07618411442162,49.69103680109984,48.05098006209887,1.7405294442429828,1.213206472786518,0.6124092892703287,0.14355781156341646
77,100,20,FLOWTIME,PERM,50.07618411442162,49.69103680109984,48.05098006209887,1.7405294442429828,1.213206472786518,0.3113638270312077,0.1646691979459056
78,100,20,FLOWTIME,PERM,50.07618411442162,49.69103680109984,48.05098006209887,1.7405294442429828,1.213206472786518,-0.3058707181392558,-0.7463103748961357
79,100,20,MAKESPAN,NOIDLE,50.07618411442162,49.69103680109984,48.05098006209887,1.7405294442429828,1.213206472786518,-0.5942069535126129,-0.18460921811858477
81,100,20,MAKESPAN,NOWAIT,50.07618411442162,49.69103680109984,48.05098006209887,1.7405294442429828,1.213206472786518,-0.2750619455183415,-0.06068477360669683
