dist,corr,no_jobs,no_machines,problem,type,objective,instance,cost,time,no_evals
exponential,random,200,20,flowshop,NOWAIT,FLOWTIME,exponential_random_200_20_06.txt,2373083,7200233,12280793136
exponential,random,200,20,flowshop,NOWAIT,MAKESPAN,exponential_random_200_20_06.txt,25864,7200181,13849235476
exponential,random,200,20,flowshop,PERM,FLOWTIME,exponential_random_200_20_06.txt,1287513,7202280,1174937979
exponential,random,200,20,flowshop,PERM,MAKESPAN,exponential_random_200_20_06.txt,11867,7200267,20425039033
uniform,job-correlated,10,5,flowshop,NOIDLE,FLOWTIME,uniform_job-correlated_10_5_01.txt,6049,90000,241881520
uniform,job-correlated,10,5,flowshop,NOIDLE,FLOWTIME,uniform_job-correlated_10_5_02.txt,4971,90000,241225302
uniform,job-correlated,10,5,flowshop,NOIDLE,FLOWTIME,uniform_job-correlated_10_5_03.txt,5434,90000,239705382
uniform,job-correlated,10,5,flowshop,NOIDLE,FLOWTIME,uniform_job-correlated_10_5_04.txt,5289,90001,238423700
uniform,job-correlated,10,5,flowshop,NOIDLE,FLOWTIME,uniform_job-correlated_10_5_05.txt,5307,90000,240475018
uniform,job-correlated,10,5,flowshop,NOIDLE,FLOWTIME,uniform_job-correlated_10_5_06.txt,5122,90000,237965473
uniform,job-correlated,10,5,flowshop,NOIDLE,FLOWTIME,uniform_job-correlated_10_5_07.txt,5310,90000,236419598
uniform,job-correlated,10,5,flowshop,NOIDLE,FLOWTIME,uniform_job-correlated_10_5_08.txt,5495,90000,238743219
uniform,job-correlated,10,5,flowshop,NOIDLE,FLOWTIME,uniform_job-correlated_10_5_09.txt,4575,90000,239045906
uniform,job-correlated,10,5,flowshop,NOIDLE,FLOWTIME,uniform_job-correlated_10_5_10.txt,6251,90000,240807880
uniform,job-correlated,10,5,flowshop,NOIDLE,MAKESPAN,uniform_job-correlated_10_5_01.txt,839,90000,244548262
uniform,job-correlated,10,5,flowshop,NOIDLE,MAKESPAN,uniform_job-correlated_10_5_02.txt,767,90014,245458464
uniform,job-correlated,10,5,flowshop,NOIDLE,MAKESPAN,uniform_job-correlated_10_5_03.txt,837,90008,242890129
uniform,job-correlated,10,5,flowshop,NOIDLE,MAKESPAN,uniform_job-correlated_10_5_04.txt,809,90000,243949999
uniform,job-correlated,10,5,flowshop,NOIDLE,MAKESPAN,uniform_job-correlated_10_5_05.txt,767,90000,246470635
uniform,job-correlated,10,5,flowshop,NOIDLE,MAKESPAN,uniform_job-correlated_10_5_06.txt,733,90028,234952504
uniform,job-correlated,10,5,flowshop,NOIDLE,MAKESPAN,uniform_job-correlated_10_5_07.txt,798,90000,240736595
uniform,job-correlated,10,5,flowshop,NOIDLE,MAKESPAN,uniform_job-correlated_10_5_08.txt,809,90000,243082123
uniform,job-correlated,10,5,flowshop,NOIDLE,MAKESPAN,uniform_job-correlated_10_5_09.txt,700,90000,242816298
uniform,job-correlated,10,5,flowshop,NOIDLE,MAKESPAN,uniform_job-correlated_10_5_10.txt,918,90000,245520564
uniform,job-correlated,10,5,flowshop,NOWAIT,FLOWTIME,uniform_job-correlated_10_5_01.txt,3919,90000,569050015
uniform,job-correlated,10,5,flowshop,NOWAIT,FLOWTIME,uniform_job-correlated_10_5_02.txt,3406,90000,551310077
uniform,job-correlated,10,5,flowshop,NOWAIT,FLOWTIME,uniform_job-correlated_10_5_03.txt,4498,90000,552239845
uniform,job-correlated,10,5,flowshop,NOWAIT,FLOWTIME,uniform_job-correlated_10_5_04.txt,4422,90000,573399035
uniform,job-correlated,10,5,flowshop,NOWAIT,FLOWTIME,uniform_job-correlated_10_5_05.txt,3438,90000,538670657
uniform,job-correlated,10,5,flowshop,NOWAIT,FLOWTIME,uniform_job-correlated_10_5_06.txt,4183,90000,561298984
uniform,job-correlated,10,5,flowshop,NOWAIT,FLOWTIME,uniform_job-correlated_10_5_07.txt,3722,90000,548220025
uniform,job-correlated,10,5,flowshop,NOWAIT,FLOWTIME,uniform_job-correlated_10_5_08.txt,4032,90000,547238260
uniform,job-correlated,10,5,flowshop,NOWAIT,FLOWTIME,uniform_job-correlated_10_5_09.txt,2971,90000,547942861
uniform,job-correlated,10,5,flowshop,NOWAIT,FLOWTIME,uniform_job-correlated_10_5_10.txt,5081,90000,552368275
uniform,job-correlated,10,5,flowshop,NOWAIT,MAKESPAN,uniform_job-correlated_10_5_01.txt,851,90007,590848492
uniform,job-correlated,10,5,flowshop,NOWAIT,MAKESPAN,uniform_job-correlated_10_5_02.txt,774,90000,577709689
uniform,job-correlated,10,5,flowshop,NOWAIT,MAKESPAN,uniform_job-correlated_10_5_03.txt,856,90017,576938451
uniform,job-correlated,10,5,flowshop,NOWAIT,MAKESPAN,uniform_job-correlated_10_5_04.txt,824,90000,592993545
uniform,job-correlated,10,5,flowshop,NOWAIT,MAKESPAN,uniform_job-correlated_10_5_05.txt,766,90000,596739910
uniform,job-correlated,10,5,flowshop,NOWAIT,MAKESPAN,uniform_job-correlated_10_5_06.txt,765,90000,604082024
uniform,job-correlated,10,5,flowshop,NOWAIT,MAKESPAN,uniform_job-correlated_10_5_07.txt,792,90000,603055101
uniform,job-correlated,10,5,flowshop,NOWAIT,MAKESPAN,uniform_job-correlated_10_5_08.txt,810,90000,564420121
uniform,job-correlated,10,5,flowshop,NOWAIT,MAKESPAN,uniform_job-correlated_10_5_09.txt,703,90000,581301467
uniform,job-correlated,10,5,flowshop,NOWAIT,MAKESPAN,uniform_job-correlated_10_5_10.txt,958,90007,577245348
uniform,job-correlated,10,5,flowshop,PERM,FLOWTIME,uniform_job-correlated_10_5_01.txt,3893,90000,352313732
uniform,job-correlated,10,5,flowshop,PERM,FLOWTIME,uniform_job-correlated_10_5_02.txt,3292,90025,361317244
uniform,job-correlated,10,5,flowshop,PERM,FLOWTIME,uniform_job-correlated_10_5_03.txt,4414,90000,357095982
uniform,job-correlated,10,5,flowshop,PERM,FLOWTIME,uniform_job-correlated_10_5_04.txt,4297,90000,357424594
uniform,job-correlated,10,5,flowshop,PERM,FLOWTIME,uniform_job-correlated_10_5_05.txt,3438,90006,357625569
uniform,job-correlated,10,5,flowshop,PERM,FLOWTIME,uniform_job-correlated_10_5_06.txt,4109,90000,362208611
uniform,job-correlated,10,5,flowshop,PERM,FLOWTIME,uniform_job-correlated_10_5_07.txt,3706,90000,364475287
uniform,job-correlated,10,5,flowshop,PERM,FLOWTIME,uniform_job-correlated_10_5_08.txt,3939,90000,359421173
uniform,job-correlated,10,5,flowshop,PERM,FLOWTIME,uniform_job-correlated_10_5_09.txt,2930,90000,358544372
uniform,job-correlated,10,5,flowshop,PERM,FLOWTIME,uniform_job-correlated_10_5_10.txt,4874,90000,378322593
uniform,job-correlated,10,5,flowshop,PERM,MAKESPAN,uniform_job-correlated_10_5_01.txt,839,90000,640596950
uniform,job-correlated,10,5,flowshop,PERM,MAKESPAN,uniform_job-correlated_10_5_02.txt,761,90014,608569687
uniform,job-correlated,10,5,flowshop,PERM,MAKESPAN,uniform_job-correlated_10_5_03.txt,835,90000,678006426
uniform,job-correlated,10,5,flowshop,PERM,MAKESPAN,uniform_job-correlated_10_5_04.txt,806,90000,629803879
uniform,job-correlated,10,5,flowshop,PERM,MAKESPAN,uniform_job-correlated_10_5_05.txt,762,90000,621402408
uniform,job-correlated,10,5,flowshop,PERM,MAKESPAN,uniform_job-correlated_10_5_06.txt,729,90000,631704141
uniform,job-correlated,10,5,flowshop,PERM,MAKESPAN,uniform_job-correlated_10_5_07.txt,788,90000,640666826
uniform,job-correlated,10,5,flowshop,PERM,MAKESPAN,uniform_job-correlated_10_5_08.txt,804,90000,632358574
uniform,job-correlated,10,5,flowshop,PERM,MAKESPAN,uniform_job-correlated_10_5_09.txt,693,90000,622265164
uniform,job-correlated,10,5,flowshop,PERM,MAKESPAN,uniform_job-correlated_10_5_10.txt,918,90000,648299151
uniform,job-correlated,10,10,flowshop,NOIDLE,FLOWTIME,uniform_job-correlated_10_10_01.txt,8398,180013,279254068
uniform,job-correlated,10,10,flowshop,NOIDLE,FLOWTIME,uniform_job-correlated_10_10_02.txt,11145,180015,293163911
uniform,job-correlated,10,10,flowshop,NOIDLE,FLOWTIME,uniform_job-correlated_10_10_03.txt,10301,180014,294342635
uniform,job-correlated,10,10,flowshop,NOIDLE,FLOWTIME,uniform_job-correlated_10_10_04.txt,10164,180002,292696495
uniform,job-correlated,10,10,flowshop,NOIDLE,FLOWTIME,uniform_job-correlated_10_10_05.txt,9519,180000,288574441
uniform,job-correlated,10,10,flowshop,NOIDLE,FLOWTIME,uniform_job-correlated_10_10_06.txt,10719,180021,292206565
uniform,job-correlated,10,10,flowshop,NOIDLE,FLOWTIME,uniform_job-correlated_10_10_07.txt,11477,180003,282413740
uniform,job-correlated,10,10,flowshop,NOIDLE,FLOWTIME,uniform_job-correlated_10_10_08.txt,10971,180000,282398398
uniform,job-correlated,10,10,flowshop,NOIDLE,FLOWTIME,uniform_job-correlated_10_10_09.txt,10412,180007,279236765
uniform,job-correlated,10,10,flowshop,NOIDLE,FLOWTIME,uniform_job-correlated_10_10_10.txt,9872,180035,263529369
uniform,job-correlated,10,10,flowshop,NOIDLE,MAKESPAN,uniform_job-correlated_10_10_01.txt,1068,180000,293455972
uniform,job-correlated,10,10,flowshop,NOIDLE,MAKESPAN,uniform_job-correlated_10_10_02.txt,1445,180019,290141361
uniform,job-correlated,10,10,flowshop,NOIDLE,MAKESPAN,uniform_job-correlated_10_10_03.txt,1323,180000,303817425
uniform,job-correlated,10,10,flowshop,NOIDLE,MAKESPAN,uniform_job-correlated_10_10_04.txt,1240,180007,276083836
uniform,job-correlated,10,10,flowshop,NOIDLE,MAKESPAN,uniform_job-correlated_10_10_05.txt,1190,180006,303407166
uniform,job-correlated,10,10,flowshop,NOIDLE,MAKESPAN,uniform_job-correlated_10_10_06.txt,1364,180005,289591448
uniform,job-correlated,10,10,flowshop,NOIDLE,MAKESPAN,uniform_job-correlated_10_10_07.txt,1383,180000,303067983
uniform,job-correlated,10,10,flowshop,NOIDLE,MAKESPAN,uniform_job-correlated_10_10_08.txt,1378,180028,290941555
uniform,job-correlated,10,10,flowshop,NOIDLE,MAKESPAN,uniform_job-correlated_10_10_09.txt,1290,180000,277582671
uniform,job-correlated,10,10,flowshop,NOIDLE,MAKESPAN,uniform_job-correlated_10_10_10.txt,1252,180000,278483439
uniform,job-correlated,10,10,flowshop,NOWAIT,FLOWTIME,uniform_job-correlated_10_10_01.txt,4774,180000,972898914
uniform,job-correlated,10,10,flowshop,NOWAIT,FLOWTIME,uniform_job-correlated_10_10_02.txt,7842,180015,997475590
uniform,job-correlated,10,10,flowshop,NOWAIT,FLOWTIME,uniform_job-correlated_10_10_03.txt,6619,180018,1020618068
uniform,job-correlated,10,10,flowshop,NOWAIT,FLOWTIME,uniform_job-correlated_10_10_04.txt,6340,180008,1020715632
uniform,job-correlated,10,10,flowshop,NOWAIT,FLOWTIME,uniform_job-correlated_10_10_05.txt,5316,180017,1029261616
uniform,job-correlated,10,10,flowshop,NOWAIT,FLOWTIME,uniform_job-correlated_10_10_06.txt,7751,180000,993268723
uniform,job-correlated,10,10,flowshop,NOWAIT,FLOWTIME,uniform_job-correlated_10_10_07.txt,8213,180013,1045770311
uniform,job-correlated,10,10,flowshop,NOWAIT,FLOWTIME,uniform_job-correlated_10_10_08.txt,8490,180019,1049512322
uniform,job-correlated,10,10,flowshop,NOWAIT,FLOWTIME,uniform_job-correlated_10_10_09.txt,7408,180015,992104092
uniform,job-correlated,10,10,flowshop,NOWAIT,FLOWTIME,uniform_job-correlated_10_10_10.txt,6742,180012,991508179
uniform,job-correlated,10,10,flowshop,NOWAIT,MAKESPAN,uniform_job-correlated_10_10_01.txt,1059,180005,1141902219
uniform,job-correlated,10,10,flowshop,NOWAIT,MAKESPAN,uniform_job-correlated_10_10_02.txt,1431,180000,1109175664
uniform,job-correlated,10,10,flowshop,NOWAIT,MAKESPAN,uniform_job-correlated_10_10_03.txt,1312,180019,1053409316
uniform,job-correlated,10,10,flowshop,NOWAIT,MAKESPAN,uniform_job-correlated_10_10_04.txt,1249,180000,1106139388
uniform,job-correlated,10,10,flowshop,NOWAIT,MAKESPAN,uniform_job-correlated_10_10_05.txt,1196,180000,1107370705
uniform,job-correlated,10,10,flowshop,NOWAIT,MAKESPAN,uniform_job-correlated_10_10_06.txt,1377,180004,1110085803
uniform,job-correlated,10,10,flowshop,NOWAIT,MAKESPAN,uniform_job-correlated_10_10_07.txt,1407,180000,1113279630
uniform,job-correlated,10,10,flowshop,NOWAIT,MAKESPAN,uniform_job-correlated_10_10_08.txt,1317,180000,1115112662
uniform,job-correlated,10,10,flowshop,NOWAIT,MAKESPAN,uniform_job-correlated_10_10_09.txt,1316,180013,1076111529
uniform,job-correlated,10,10,flowshop,NOWAIT,MAKESPAN,uniform_job-correlated_10_10_10.txt,1275,180000,1132675324
uniform,job-correlated,10,10,flowshop,PERM,FLOWTIME,uniform_job-correlated_10_10_01.txt,4642,180000,477395143
uniform,job-correlated,10,10,flowshop,PERM,FLOWTIME,uniform_job-correlated_10_10_02.txt,7797,180000,488739742
uniform,job-correlated,10,10,flowshop,PERM,FLOWTIME,uniform_job-correlated_10_10_03.txt,6544,180000,479398509
uniform,job-correlated,10,10,flowshop,PERM,FLOWTIME,uniform_job-correlated_10_10_04.txt,6269,180000,474667382
uniform,job-correlated,10,10,flowshop,PERM,FLOWTIME,uniform_job-correlated_10_10_05.txt,5250,180000,493640273
uniform,job-correlated,10,10,flowshop,PERM,FLOWTIME,uniform_job-correlated_10_10_06.txt,7566,180000,486345115
uniform,job-correlated,10,10,flowshop,PERM,FLOWTIME,uniform_job-correlated_10_10_07.txt,7967,180000,490981471
uniform,job-correlated,10,10,flowshop,PERM,FLOWTIME,uniform_job-correlated_10_10_08.txt,8295,180000,478050993
uniform,job-correlated,10,10,flowshop,PERM,FLOWTIME,uniform_job-correlated_10_10_09.txt,7276,180000,495343278
uniform,job-correlated,10,10,flowshop,PERM,FLOWTIME,uniform_job-correlated_10_10_10.txt,6536,180000,483547846
uniform,job-correlated,10,10,flowshop,PERM,MAKESPAN,uniform_job-correlated_10_10_01.txt,1049,180000,843830483
uniform,job-correlated,10,10,flowshop,PERM,MAKESPAN,uniform_job-correlated_10_10_02.txt,1429,180000,831728429
uniform,job-correlated,10,10,flowshop,PERM,MAKESPAN,uniform_job-correlated_10_10_03.txt,1310,180000,824866129
uniform,job-correlated,10,10,flowshop,PERM,MAKESPAN,uniform_job-correlated_10_10_04.txt,1231,180000,892025316
uniform,job-correlated,10,10,flowshop,PERM,MAKESPAN,uniform_job-correlated_10_10_05.txt,1190,180000,826144316
uniform,job-correlated,10,10,flowshop,PERM,MAKESPAN,uniform_job-correlated_10_10_06.txt,1361,180000,833327522
uniform,job-correlated,10,10,flowshop,PERM,MAKESPAN,uniform_job-correlated_10_10_07.txt,1352,180000,874510319
uniform,job-correlated,10,10,flowshop,PERM,MAKESPAN,uniform_job-correlated_10_10_08.txt,1307,180000,840682120
uniform,job-correlated,10,10,flowshop,PERM,MAKESPAN,uniform_job-correlated_10_10_09.txt,1239,180000,872630517
uniform,job-correlated,10,10,flowshop,PERM,MAKESPAN,uniform_job-correlated_10_10_10.txt,1248,180000,827103900
uniform,job-correlated,20,10,flowshop,NOIDLE,FLOWTIME,uniform_job-correlated_20_10_01.txt,25118,360000,350729964
uniform,job-correlated,20,10,flowshop,NOIDLE,FLOWTIME,uniform_job-correlated_20_10_02.txt,24247,360000,352664281
uniform,job-correlated,20,10,flowshop,NOIDLE,FLOWTIME,uniform_job-correlated_20_10_03.txt,24364,360000,353475304
uniform,job-correlated,20,10,flowshop,NOIDLE,FLOWTIME,uniform_job-correlated_20_10_04.txt,21713,360000,347348576
uniform,job-correlated,20,10,flowshop,NOIDLE,FLOWTIME,uniform_job-correlated_20_10_05.txt,25437,360000,353278688
uniform,job-correlated,20,10,flowshop,NOIDLE,FLOWTIME,uniform_job-correlated_20_10_06.txt,21903,360000,352438695
uniform,job-correlated,20,10,flowshop,NOIDLE,FLOWTIME,uniform_job-correlated_20_10_07.txt,27360,360000,352304699
uniform,job-correlated,20,10,flowshop,NOIDLE,FLOWTIME,uniform_job-correlated_20_10_08.txt,22374,360000,352666866
uniform,job-correlated,20,10,flowshop,NOIDLE,FLOWTIME,uniform_job-correlated_20_10_09.txt,28903,360000,347598947
uniform,job-correlated,20,10,flowshop,NOIDLE,FLOWTIME,uniform_job-correlated_20_10_10.txt,24381,360000,352403645
uniform,job-correlated,20,10,flowshop,NOIDLE,MAKESPAN,uniform_job-correlated_20_10_01.txt,1836,360000,356890258
uniform,job-correlated,20,10,flowshop,NOIDLE,MAKESPAN,uniform_job-correlated_20_10_02.txt,1780,360005,356885000
uniform,job-correlated,20,10,flowshop,NOIDLE,MAKESPAN,uniform_job-correlated_20_10_03.txt,1839,360000,355251000
uniform,job-correlated,20,10,flowshop,NOIDLE,MAKESPAN,uniform_job-correlated_20_10_04.txt,1671,360000,355559962
uniform,job-correlated,20,10,flowshop,NOIDLE,MAKESPAN,uniform_job-correlated_20_10_05.txt,1928,360000,356010592
uniform,job-correlated,20,10,flowshop,NOIDLE,MAKESPAN,uniform_job-correlated_20_10_06.txt,1615,360000,352049258
uniform,job-correlated,20,10,flowshop,NOIDLE,MAKESPAN,uniform_job-correlated_20_10_07.txt,2010,360000,356569180
uniform,job-correlated,20,10,flowshop,NOIDLE,MAKESPAN,uniform_job-correlated_20_10_08.txt,1613,360000,354342841
uniform,job-correlated,20,10,flowshop,NOIDLE,MAKESPAN,uniform_job-correlated_20_10_09.txt,2116,360000,352984867
uniform,job-correlated,20,10,flowshop,NOIDLE,MAKESPAN,uniform_job-correlated_20_10_10.txt,1821,360000,354907373
uniform,job-correlated,20,10,flowshop,NOWAIT,FLOWTIME,uniform_job-correlated_20_10_01.txt,17281,360000,1928480351
uniform,job-correlated,20,10,flowshop,NOWAIT,FLOWTIME,uniform_job-correlated_20_10_02.txt,17185,360000,1904211332
uniform,job-correlated,20,10,flowshop,NOWAIT,FLOWTIME,uniform_job-correlated_20_10_03.txt,17553,360000,1960990266
uniform,job-correlated,20,10,flowshop,NOWAIT,FLOWTIME,uniform_job-correlated_20_10_04.txt,15637,360000,1936688945
uniform,job-correlated,20,10,flowshop,NOWAIT,FLOWTIME,uniform_job-correlated_20_10_05.txt,20458,360000,1891184605
uniform,job-correlated,20,10,flowshop,NOWAIT,FLOWTIME,uniform_job-correlated_20_10_06.txt,15832,360000,1831356176
uniform,job-correlated,20,10,flowshop,NOWAIT,FLOWTIME,uniform_job-correlated_20_10_07.txt,21348,360000,1875387111
uniform,job-correlated,20,10,flowshop,NOWAIT,FLOWTIME,uniform_job-correlated_20_10_08.txt,17759,360000,1912644132
uniform,job-correlated,20,10,flowshop,NOWAIT,FLOWTIME,uniform_job-correlated_20_10_09.txt,23686,360000,1885993034
uniform,job-correlated,20,10,flowshop,NOWAIT,FLOWTIME,uniform_job-correlated_20_10_10.txt,18207,360000,1896860814
uniform,job-correlated,20,10,flowshop,NOWAIT,MAKESPAN,uniform_job-correlated_20_10_01.txt,1887,360000,2002536739
uniform,job-correlated,20,10,flowshop,NOWAIT,MAKESPAN,uniform_job-correlated_20_10_02.txt,1822,360000,2097986888
uniform,job-correlated,20,10,flowshop,NOWAIT,MAKESPAN,uniform_job-correlated_20_10_03.txt,1862,360000,2018719058
uniform,job-correlated,20,10,flowshop,NOWAIT,MAKESPAN,uniform_job-correlated_20_10_04.txt,1711,360000,2034327542
uniform,job-correlated,20,10,flowshop,NOWAIT,MAKESPAN,uniform_job-correlated_20_10_05.txt,1981,360000,2017464493
uniform,job-correlated,20,10,flowshop,NOWAIT,MAKESPAN,uniform_job-correlated_20_10_06.txt,1694,360000,2086554225
uniform,job-correlated,20,10,flowshop,NOWAIT,MAKESPAN,uniform_job-correlated_20_10_07.txt,2056,360000,2017551799
uniform,job-correlated,20,10,flowshop,NOWAIT,MAKESPAN,uniform_job-correlated_20_10_08.txt,1679,360000,1974212695
uniform,job-correlated,20,10,flowshop,NOWAIT,MAKESPAN,uniform_job-correlated_20_10_09.txt,2131,360000,2052327284
uniform,job-correlated,20,10,flowshop,NOWAIT,MAKESPAN,uniform_job-correlated_20_10_10.txt,1873,360000,2056460105
uniform,job-correlated,20,10,flowshop,PERM,FLOWTIME,uniform_job-correlated_20_10_01.txt,16648,360000,666011351
uniform,job-correlated,20,10,flowshop,PERM,FLOWTIME,uniform_job-correlated_20_10_02.txt,16442,360000,685792079
uniform,job-correlated,20,10,flowshop,PERM,FLOWTIME,uniform_job-correlated_20_10_03.txt,17038,360000,658121510
uniform,job-correlated,20,10,flowshop,PERM,FLOWTIME,uniform_job-correlated_20_10_04.txt,14399,360000,684091816
uniform,job-correlated,20,10,flowshop,PERM,FLOWTIME,uniform_job-correlated_20_10_05.txt,19623,360000,659927030
uniform,job-correlated,20,10,flowshop,PERM,FLOWTIME,uniform_job-correlated_20_10_06.txt,14747,360000,680646206
uniform,job-correlated,20,10,flowshop,PERM,FLOWTIME,uniform_job-correlated_20_10_07.txt,20723,360000,669994996
uniform,job-correlated,20,10,flowshop,PERM,FLOWTIME,uniform_job-correlated_20_10_08.txt,16305,360000,677928322
uniform,job-correlated,20,10,flowshop,PERM,FLOWTIME,uniform_job-correlated_20_10_09.txt,22807,360000,672806362
uniform,job-correlated,20,10,flowshop,PERM,FLOWTIME,uniform_job-correlated_20_10_10.txt,17236,360000,659362860
uniform,job-correlated,20,10,flowshop,PERM,MAKESPAN,uniform_job-correlated_20_10_01.txt,1833,360000,1890213120
uniform,job-correlated,20,10,flowshop,PERM,MAKESPAN,uniform_job-correlated_20_10_02.txt,1761,360000,1815455014
uniform,job-correlated,20,10,flowshop,PERM,MAKESPAN,uniform_job-correlated_20_10_03.txt,1829,360000,1799947293
uniform,job-correlated,20,10,flowshop,PERM,MAKESPAN,uniform_job-correlated_20_10_04.txt,1640,360000,1997076474
uniform,job-correlated,20,10,flowshop,PERM,MAKESPAN,uniform_job-correlated_20_10_05.txt,1900,360000,1940109855
uniform,job-correlated,20,10,flowshop,PERM,MAKESPAN,uniform_job-correlated_20_10_06.txt,1606,360000,1925011393
uniform,job-correlated,20,10,flowshop,PERM,MAKESPAN,uniform_job-correlated_20_10_07.txt,1963,360000,1893512881
uniform,job-correlated,20,10,flowshop,PERM,MAKESPAN,uniform_job-correlated_20_10_08.txt,1564,360000,1931448359
uniform,job-correlated,20,10,flowshop,PERM,MAKESPAN,uniform_job-correlated_20_10_09.txt,2089,360000,1837296066
uniform,job-correlated,20,10,flowshop,PERM,MAKESPAN,uniform_job-correlated_20_10_10.txt,1805,360000,1884717444
uniform,job-correlated,30,5,flowshop,NOIDLE,FLOWTIME,uniform_job-correlated_30_5_01.txt,24184,270000,317616026
uniform,job-correlated,30,5,flowshop,NOIDLE,FLOWTIME,uniform_job-correlated_30_5_02.txt,27786,270000,300710715
uniform,job-correlated,30,5,flowshop,NOIDLE,FLOWTIME,uniform_job-correlated_30_5_03.txt,30816,270030,306701652
uniform,job-correlated,30,5,flowshop,NOIDLE,FLOWTIME,uniform_job-correlated_30_5_04.txt,23768,270036,294809615
uniform,job-correlated,30,5,flowshop,NOIDLE,FLOWTIME,uniform_job-correlated_30_5_05.txt,30624,270006,306442453
uniform,job-correlated,30,5,flowshop,NOIDLE,FLOWTIME,uniform_job-correlated_30_5_06.txt,28358,270015,302624253
uniform,job-correlated,30,5,flowshop,NOIDLE,FLOWTIME,uniform_job-correlated_30_5_07.txt,30183,270003,299961784
uniform,job-correlated,30,5,flowshop,NOIDLE,FLOWTIME,uniform_job-correlated_30_5_08.txt,26831,270000,310389473
uniform,job-correlated,30,5,flowshop,NOIDLE,FLOWTIME,uniform_job-correlated_30_5_09.txt,33969,270006,313366735
uniform,job-correlated,30,5,flowshop,NOIDLE,FLOWTIME,uniform_job-correlated_30_5_10.txt,25780,270016,321871172
uniform,job-correlated,30,5,flowshop,NOIDLE,MAKESPAN,uniform_job-correlated_30_5_01.txt,1719,270000,330055998
uniform,job-correlated,30,5,flowshop,NOIDLE,MAKESPAN,uniform_job-correlated_30_5_02.txt,1953,270028,320880772
uniform,job-correlated,30,5,flowshop,NOIDLE,MAKESPAN,uniform_job-correlated_30_5_03.txt,1948,270000,327236262
uniform,job-correlated,30,5,flowshop,NOIDLE,MAKESPAN,uniform_job-correlated_30_5_04.txt,1594,270050,322052536
uniform,job-correlated,30,5,flowshop,NOIDLE,MAKESPAN,uniform_job-correlated_30_5_05.txt,1852,270002,322223240
uniform,job-correlated,30,5,flowshop,NOIDLE,MAKESPAN,uniform_job-correlated_30_5_06.txt,1785,270000,333126343
uniform,job-correlated,30,5,flowshop,NOIDLE,MAKESPAN,uniform_job-correlated_30_5_07.txt,1878,270008,332032228
uniform,job-correlated,30,5,flowshop,NOIDLE,MAKESPAN,uniform_job-correlated_30_5_08.txt,1667,270000,337307568
uniform,job-correlated,30,5,flowshop,NOIDLE,MAKESPAN,uniform_job-correlated_30_5_09.txt,1998,270001,330339573
uniform,job-correlated,30,5,flowshop,NOIDLE,MAKESPAN,uniform_job-correlated_30_5_10.txt,1724,270000,313981412
uniform,job-correlated,30,5,flowshop,NOWAIT,FLOWTIME,uniform_job-correlated_30_5_01.txt,22492,270025,1140484911
uniform,job-correlated,30,5,flowshop,NOWAIT,FLOWTIME,uniform_job-correlated_30_5_02.txt,25907,270003,1227867895
uniform,job-correlated,30,5,flowshop,NOWAIT,FLOWTIME,uniform_job-correlated_30_5_03.txt,29020,270017,1173310960
uniform,job-correlated,30,5,flowshop,NOWAIT,FLOWTIME,uniform_job-correlated_30_5_04.txt,18914,270026,1230283532
uniform,job-correlated,30,5,flowshop,NOWAIT,FLOWTIME,uniform_job-correlated_30_5_05.txt,26868,270010,1219069327
uniform,job-correlated,30,5,flowshop,NOWAIT,FLOWTIME,uniform_job-correlated_30_5_06.txt,23607,270000,1125471476
uniform,job-correlated,30,5,flowshop,NOWAIT,FLOWTIME,uniform_job-correlated_30_5_07.txt,27585,270000,1182191076
uniform,job-correlated,30,5,flowshop,NOWAIT,FLOWTIME,uniform_job-correlated_30_5_08.txt,23607,270020,1145788993
uniform,job-correlated,30,5,flowshop,NOWAIT,FLOWTIME,uniform_job-correlated_30_5_09.txt,30743,270004,1162281893
uniform,job-correlated,30,5,flowshop,NOWAIT,FLOWTIME,uniform_job-correlated_30_5_10.txt,22467,270010,1196678759
uniform,job-correlated,30,5,flowshop,NOWAIT,MAKESPAN,uniform_job-correlated_30_5_01.txt,1818,270037,1400686796
uniform,job-correlated,30,5,flowshop,NOWAIT,MAKESPAN,uniform_job-correlated_30_5_02.txt,2019,270060,1260075571
uniform,job-correlated,30,5,flowshop,NOWAIT,MAKESPAN,uniform_job-correlated_30_5_03.txt,2112,270000,1396458130
uniform,job-correlated,30,5,flowshop,NOWAIT,MAKESPAN,uniform_job-correlated_30_5_04.txt,1676,270017,1413526752
uniform,job-correlated,30,5,flowshop,NOWAIT,MAKESPAN,uniform_job-correlated_30_5_05.txt,1962,270002,1317284105
uniform,job-correlated,30,5,flowshop,NOWAIT,MAKESPAN,uniform_job-correlated_30_5_06.txt,1865,270028,1302901994
uniform,job-correlated,30,5,flowshop,NOWAIT,MAKESPAN,uniform_job-correlated_30_5_07.txt,1993,270029,1298810058
uniform,job-correlated,30,5,flowshop,NOWAIT,MAKESPAN,uniform_job-correlated_30_5_08.txt,1784,270018,1395446426
uniform,job-correlated,30,5,flowshop,NOWAIT,MAKESPAN,uniform_job-correlated_30_5_09.txt,2122,270023,1325272751
uniform,job-correlated,30,5,flowshop,NOWAIT,MAKESPAN,uniform_job-correlated_30_5_10.txt,1808,270032,1288586187
